Position,Track Name,Artist,Streams,URL,Week,Region
1,Shallow,Lady Gaga,284561,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-03-15,Belgium
2,7 rings,Ariana Grande,279240,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-03-15,Belgium
3,Giant (with Rag'n'Bone Man),Calvin Harris,241354,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-03-15,Belgium
4,Sweet but Psycho,Ava Max,230586,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-03-15,Belgium
5,Someone You Loved,Lewis Capaldi,208182,https://open.spotify.com/track/2TIlqbIneP0ZY1O0EzYLlc,2019-03-15,Belgium
6,Wow.,Post Malone,207965,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-03-15,Belgium
7,bury a friend,Billie Eilish,206861,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-03-15,Belgium
8,Sucker,Jonas Brothers,206749,https://open.spotify.com/track/4y3OI86AEP6PQoDE6olYhO,2019-03-15,Belgium
9,"break up with your girlfriend, i'm bored",Ariana Grande,206283,https://open.spotify.com/track/4kV4N9D1iKVxx1KLvtTpjS,2019-03-15,Belgium
10,Let Me Down Slowly,Alec Benjamin,200852,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-03-15,Belgium
11,High Hopes,Panic! At The Disco,196623,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-03-15,Belgium
12,Dancing With A Stranger (with Normani),Sam Smith,179864,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-03-15,Belgium
13,Tout oublier,Angèle,167988,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,2019-03-15,Belgium
14,Happier,Marshmello,165807,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-03-15,Belgium
15,Con Calma,Daddy Yankee,161892,https://open.spotify.com/track/5w9c2J52mkdntKOmRLeM2m,2019-03-15,Belgium
16,Be Alright,Dean Lewis,156623,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019-03-15,Belgium
17,Without Me,Halsey,154795,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-03-15,Belgium
18,Don't Call Me Up,Mabel,147360,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-03-15,Belgium
