Position,Track Name,Artist,Streams,URL,Week,Region
1,Dance Monkey,Tones And I,577984,https://open.spotify.com/track/1rgnBhdG2JDFTbYkYRZAku,2019-12-06,Belgium
2,everything i wanted,Billie Eilish,309501,https://open.spotify.com/track/3ZCTVFBt2Brf31RLEnCkWJ,2019-12-06,Belgium
3,Ride It,Regard,308766,https://open.spotify.com/track/2tnVG71enUj33Ic2nFN6kZ,2019-12-06,Belgium
4,Memories,Maroon 5,293883,https://open.spotify.com/track/2b8fOow8UzyDFAE27YhOZM,2019-12-06,Belgium
5,ROXANNE,Arizona Zervas,289872,https://open.spotify.com/track/696DnlkuDOXcMAnKlTgXXK,2019-12-06,Belgium
6,Don't Start Now,Dua Lipa,260780,https://open.spotify.com/track/6WrI0LAC5M1Rw2MnX2ZvEg,2019-12-06,Belgium
7,Someone You Loved,Lewis Capaldi,247114,https://open.spotify.com/track/7qEHsqek33rTcFNT9PFqLf,2019-12-06,Belgium
8,Circles,Post Malone,227764,https://open.spotify.com/track/21jGcNKet2qwijlDFuPiPb,2019-12-06,Belgium
9,Lose You To Love Me,Selena Gomez,222892,https://open.spotify.com/track/1HfMVBKM75vxSfsQ5VefZ5,2019-12-06,Belgium
10,Ne reviens pas,Gradur,213737,https://open.spotify.com/track/4TnFANpjVwVKWzkxNzIyFH,2019-12-06,Belgium
11,Reünie,Snelle,213644,https://open.spotify.com/track/5S7YAM3lcfPNBSTVyciwCu,2019-12-06,Belgium
12,Señorita,Shawn Mendes,209747,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-12-06,Belgium
13,Lose Control,MEDUZA,209290,https://open.spotify.com/track/7CHi4DtfK4heMlQaudCuHK,2019-12-06,Belgium
14,Hoe Het Danst,Marco Borsato,205395,https://open.spotify.com/track/5cYOVkA2cnjKid9yigaMwq,2019-12-06,Belgium
15,hot girl bummer,blackbear,202696,https://open.spotify.com/track/7aiClxsDWFRQ0Kzk5KI5ku,2019-12-06,Belgium
16,Oui ou non,Angèle,198188,https://open.spotify.com/track/7rBP4bLjMLNkix1nGHjheP,2019-12-06,Belgium
17,Lalala,Y2K,190453,https://open.spotify.com/track/51Fjme0JiitpyXKuyQiCDo,2019-12-06,Belgium
18,Trampoline (with ZAYN),SHAED,188482,https://open.spotify.com/track/1iQDltZqI7BXnHrFy4Qo1k,2019-12-06,Belgium
19,bad guy,Billie Eilish,183322,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-12-06,Belgium
20,Heartless,The Weeknd,168837,https://open.spotify.com/track/57vxBYXtHMk6H1aD29V7PU,2019-12-06,Belgium
21,RITMO (Bad Boys For Life),Black Eyed Peas,166855,https://open.spotify.com/track/6cy3ki60hLwimwIje7tALf,2019-12-06,Belgium
22,All I Want for Christmas Is You,Mariah Carey,164296,https://open.spotify.com/track/0bYg9bo50gSsH3LtXe2SQn,2019-12-06,Belgium
23,POPOPOP,Gambi,163259,https://open.spotify.com/track/18HNGxDOcshRU2Hdu8tMOM,2019-12-06,Belgium
24,Pookie,Aya Nakamura,162529,https://open.spotify.com/track/2QpUWi6VSNOt2WyH5FIeLD,2019-12-06,Belgium
25,Falling,Trevor Daniel,159359,https://open.spotify.com/track/4TnjEaWOeW0eKTKIEvJyCa,2019-12-06,Belgium
26,HIGHEST IN THE ROOM,Travis Scott,156879,https://open.spotify.com/track/3eekarcy7kvN4yt5ZFzltW,2019-12-06,Belgium
27,Beautiful People (feat. Khalid),Ed Sheeran,156471,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-12-06,Belgium
28,Sun is Shining,Lost Frequencies,153830,https://open.spotify.com/track/5ucCPnp8gVYluxSXiy4J5d,2019-12-06,Belgium
29,Blinding Lights,The Weeknd,152481,https://open.spotify.com/track/0sf12qNH5qcw8qpgymFOqD,2019-12-06,Belgium
30,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,144358,https://open.spotify.com/track/4vUmTMuQqjdnvlZmAH61Qk,2019-12-06,Belgium
31,Loco Contigo (feat. J. Balvin & Tyga),DJ Snake,144061,https://open.spotify.com/track/6osaMSJh9NguagEDQcZaKx,2019-12-06,Belgium
32,Instagram,Dimitri Vegas & Like Mike,142139,https://open.spotify.com/track/0U6bQIAh6MCGo1xjbIIx2S,2019-12-06,Belgium
33,Liar,Camila Cabello,141668,https://open.spotify.com/track/7LzouaWGFCy4tkXDOOnEyM,2019-12-06,Belgium
34,Lippenstift,Marco Borsato,139593,https://open.spotify.com/track/3D9MKbMaHCZjSEcCWf4wDm,2019-12-06,Belgium
35,How Do You Sleep?,Sam Smith,136758,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-12-06,Belgium
36,Ransom,Lil Tecca,134312,https://open.spotify.com/track/1lOe9qE0vR9zwWQAOk6CoO,2019-12-06,Belgium
37,Turn Me On (feat. Vula),Riton,132772,https://open.spotify.com/track/0qaWEvPkts34WF68r8Dzx9,2019-12-06,Belgium
38,Baianá,Bakermat,125298,https://open.spotify.com/track/430efk5Jc5wGay4EWP4snS,2019-12-06,Belgium
39,Good as Hell (feat. Ariana Grande) - Remix,Lizzo,123555,https://open.spotify.com/track/07Oz5StQ7GRoygNLaXs2pd,2019-12-06,Belgium
40,Mayday (feat. Ninho),SCH,119565,https://open.spotify.com/track/1SVuEeerYIwjCRsF5MGzX3,2019-12-06,Belgium
41,Higher Love,Kygo,118790,https://open.spotify.com/track/6oJ6le65B3SEqPwMRNXWjY,2019-12-06,Belgium
42,Before You Go,Lewis Capaldi,115615,https://open.spotify.com/track/2gMXnyrvIjhVBUZwvLZDMP,2019-12-06,Belgium
43,Ritual,Tiësto,112891,https://open.spotify.com/track/3M9Apu4OZfylLTFKvgEtKa,2019-12-06,Belgium
44,Piece Of Your Heart,MEDUZA,111759,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019-12-06,Belgium
45,I Don't Care (with Justin Bieber),Ed Sheeran,111050,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-12-06,Belgium
46,Blauwe Dag,Suzan & Freek,110625,https://open.spotify.com/track/0N1sqwppd1BwhNdjcIDEG2,2019-12-06,Belgium
47,Takeaway (feat. Lennon Stella),The Chainsmokers,109066,https://open.spotify.com/track/63VyEdzMM3w4ZQ1WtARa2S,2019-12-06,Belgium
48,Last Christmas,Wham!,105434,https://open.spotify.com/track/2FRnf9qhLbvw8fu4IBXx78,2019-12-06,Belgium
49,Don't Call Me Up,Mabel,103782,https://open.spotify.com/track/5WHTFyqSii0lmT9R21abT8,2019-12-06,Belgium
50,Orphans,Coldplay,103326,https://open.spotify.com/track/03T4ttRCiLXST6MZjeMwmR,2019-12-06,Belgium
51,"10,000 Hours (with Justin Bieber)",Dan + Shay,101508,https://open.spotify.com/track/2wrJq5XKLnmhRXHIAf9xBa,2019-12-06,Belgium
52,All Around The World (La La La),R3HAB,99569,https://open.spotify.com/track/02itaCXOdC54J0ISjqqFAp,2019-12-06,Belgium
53,Only Human,Jonas Brothers,98866,https://open.spotify.com/track/0DiDStADDVh3SvAsoJAFMk,2019-12-06,Belgium
54,HÉ OH,Gambi,98088,https://open.spotify.com/track/1bWafkUCOp6luXRs1cm3w9,2019-12-06,Belgium
55,Flou,Angèle,91272,https://open.spotify.com/track/3b89BehicGUgc60pLBo092,2019-12-06,Belgium
56,Goodbyes (Feat. Young Thug),Post Malone,90994,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-12-06,Belgium
57,Used To Love (with Dean Lewis),Martin Garrix,89975,https://open.spotify.com/track/7pWK1kMgHy5lNNiIfuRbkP,2019-12-06,Belgium
58,Balance ton quoi,Angèle,89212,https://open.spotify.com/track/2jX5c5RFp0A9E1GDsvGxIa,2019-12-06,Belgium
59,Shallow,Lady Gaga,88824,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-12-06,Belgium
60,Monster,LUM!X,88170,https://open.spotify.com/track/0YU17F0BlVXvmx5ytsR43w,2019-12-06,Belgium
61,Old Town Road - Remix,Lil Nas X,85572,https://open.spotify.com/track/2YpeDb67231RjR0MgVLzsG,2019-12-06,Belgium
62,Nice To Meet Ya,Niall Horan,83148,https://open.spotify.com/track/3cphb8kdsjElYR7r5icK3H,2019-12-06,Belgium
63,Rescue Me,OneRepublic,81542,https://open.spotify.com/track/0mjAU3yKR1QnXnHtjGJqTM,2019-12-06,Belgium
64,Tout oublier,Angèle,80070,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,2019-12-06,Belgium
65,It's You,Ali Gatie,79774,https://open.spotify.com/track/5DqdesEfbRyOlSS3Tf6c29,2019-12-06,Belgium
66,when the party's over,Billie Eilish,78599,https://open.spotify.com/track/43zdsphuZLzwA9k4DJhU0I,2019-12-06,Belgium
67,Santa Tell Me,Ariana Grande,77178,https://open.spotify.com/track/0lizgQ7Qw35od7CYaoMBZb,2019-12-06,Belgium
68,Let Me Down Slowly,Alec Benjamin,74125,https://open.spotify.com/track/2qxmye6gAegTMjLKEBoR3d,2019-12-06,Belgium
69,lovely (with Khalid),Billie Eilish,72610,https://open.spotify.com/track/0u2P5u6lvoDfwTYjAADbn4,2019-12-06,Belgium
70,R.A.C.,SCH,70810,https://open.spotify.com/track/0GN6DWiR9Pf2su3vJF5c0x,2019-12-06,Belgium
71,BOP,DaBaby,68804,https://open.spotify.com/track/6Ozh9Ok6h4Oi1wUSLtBseN,2019-12-06,Belgium
72,Perdus,Angèle,67801,https://open.spotify.com/track/3F4lJ6T5o1hN7CGfhH6TY9,2019-12-06,Belgium
73,Outnumbered,Dermot Kennedy,67141,https://open.spotify.com/track/4Ta3PhWmY50ZLU1uhKFKPE,2019-12-06,Belgium
74,40%,Aya Nakamura,66868,https://open.spotify.com/track/47LFcy7prvEY5D08d26zOo,2019-12-06,Belgium
75,Lights Up,Harry Styles,66689,https://open.spotify.com/track/5aJEh9Oqdz7PRLKTpH25pB,2019-12-06,Belgium
76,Côte Ouest,47ter,66587,https://open.spotify.com/track/4ZuuPLV4qYiznagLAFPHcW,2019-12-06,Belgium
77,Look At Her Now,Selena Gomez,65232,https://open.spotify.com/track/4yI3HpbSFSgFZtJP2kDe5m,2019-12-06,Belgium
78,Woin Woin,Larry,64625,https://open.spotify.com/track/5Oh8sPyFYM4gAR3KmmDH7I,2019-12-06,Belgium
79,Als Het Avond Is,Suzan & Freek,63948,https://open.spotify.com/track/1MWpdDDf3Yk0w6o4oviMFY,2019-12-06,Belgium
80,Jingle Bell Rock,Bobby Helms,63790,https://open.spotify.com/track/3hBXvHLlTHvnbwrPbeoyAj,2019-12-06,Belgium
81,Be Alright,Dean Lewis,63406,https://open.spotify.com/track/5qrSlOut2rNAWv3ubArkNy,2019-12-06,Belgium
82,Mortel,Koba LaD,62771,https://open.spotify.com/track/1R08aR16OkyUIEISNPj8vA,2019-12-06,Belgium
83,Be Honest,Jorja Smith,62745,https://open.spotify.com/track/3IWs9dAwTqN0EFhOIcBDfs,2019-12-06,Belgium
84,Compliqué,Dadju,62275,https://open.spotify.com/track/5eFzibilHIMCdcQgtkHw1F,2019-12-06,Belgium
85,Sweet but Psycho,Ava Max,61966,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-12-06,Belgium
86,Own It (feat. Ed Sheeran & Burna Boy),Stormzy,61924,https://open.spotify.com/track/07s9NNOT0sZQp7TyolLLgu,2019-12-06,Belgium
87,Cervelle,SCH,61692,https://open.spotify.com/track/4e2q9avvbOM0yjPKE2X0ea,2019-12-06,Belgium
88,Ça ira,SCH,61668,https://open.spotify.com/track/47yhjEwyOgNPPLHLL8OGLV,2019-12-06,Belgium
89,Que Calor (with J Balvin & El Alfa),Major Lazer,61565,https://open.spotify.com/track/1G2CAJeP7rCwOZjlSJ0Zw3,2019-12-06,Belgium
90,It's Beginning to Look a Lot like Christmas,Michael Bublé,61523,https://open.spotify.com/track/0lLdorYw7lVrJydTINhWdI,2019-12-06,Belgium
91,You Say,Lauren Daigle,61522,https://open.spotify.com/track/6Up545NUflOiXo8cEraH49,2019-12-06,Belgium
92,Bruises,Lewis Capaldi,61382,https://open.spotify.com/track/4Of7rzpRpV1mWRbhp5rAqG,2019-12-06,Belgium
93,Yellow Hearts,Ant Saunders,60898,https://open.spotify.com/track/2W4yABdLc4Jnds67Poi5Nl,2019-12-06,Belgium
94,It's the Most Wonderful Time of the Year,Andy Williams,60442,https://open.spotify.com/track/5hslUAKq9I9CG2bAulFkHN,2019-12-06,Belgium
95,Watermelon Sugar,Harry Styles,59522,https://open.spotify.com/track/1e9oZCCiX42nJl0AcqriVo,2019-12-06,Belgium
96,Panini,Lil Nas X,58807,https://open.spotify.com/track/1000nHvUdawXuUHgBod4Wv,2019-12-06,Belgium
97,Reste,GIMS,58097,https://open.spotify.com/track/3ebaeB2BdCEgZmwKv7p2r5,2019-12-06,Belgium
98,SOS (feat. Aloe Blacc),Avicii,57960,https://open.spotify.com/track/2x0RZdkZcD8QRI53XT4GI5,2019-12-06,Belgium
99,Rockin' Around The Christmas Tree,Brenda Lee,57781,https://open.spotify.com/track/2EjXfH91m7f8HiJN1yQg97,2019-12-06,Belgium
100,Bohemian Rhapsody - 2011 Mix,Queen,57410,https://open.spotify.com/track/4u7EnebtmKWzUH433cf5Qv,2019-12-06,Belgium
101,bury a friend,Billie Eilish,56921,https://open.spotify.com/track/4SSnFejRGlZikf02HLewEF,2019-12-06,Belgium
102,Baden Baden (feat. Maître Gims),SCH,56305,https://open.spotify.com/track/424TSKJiIaMkTNmG5uRi85,2019-12-06,Belgium
103,Ma belle,Moha La Squale,56266,https://open.spotify.com/track/3Aq1SJ1hWlfazx8IIC6u1D,2019-12-06,Belgium
104,Africa,TOTO,56148,https://open.spotify.com/track/2374M0fQpWi3dLnB54qaLX,2019-12-06,Belgium
105,All Eyes On Me,SCH,55745,https://open.spotify.com/track/6zc8CRXBNH4vwzmCEDOjkO,2019-12-06,Belgium
106,"fuck, i'm lonely (with Anne-Marie) - from “13 Reasons Why: Season 3”",Lauv,55719,https://open.spotify.com/track/4wopYJ5wpYOM6ogm2Jugnw,2019-12-06,Belgium
107,Djadja,Aya Nakamura,55139,https://open.spotify.com/track/7sKDftgGirHWTVFMtJoDoh,2019-12-06,Belgium
108,Ma vie,Dadju,54886,https://open.spotify.com/track/5HQw9ij3dkr7ZJYUYe82ho,2019-12-06,Belgium
109,Shape of You,Ed Sheeran,54441,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3,2019-12-06,Belgium
110,Petit coeur,SCH,53930,https://open.spotify.com/track/6FcipTcY8VIJsWhMo7bbsY,2019-12-06,Belgium
111,7 rings,Ariana Grande,53902,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-12-06,Belgium
112,Dans l'univers,Nekfeu,53838,https://open.spotify.com/track/2PYXOG6GdxF9sUIH2NfOAD,2019-12-06,Belgium
113,Rari,Gradur,53452,https://open.spotify.com/track/24UpsIBzHloZfiimVLUUFx,2019-12-06,Belgium
114,Mistletoe,Justin Bieber,53377,https://open.spotify.com/track/7xapw9Oy21WpfEcib2ErSA,2019-12-06,Belgium
115,Sucker,Jonas Brothers,53133,https://open.spotify.com/track/22vgEDb5hykfaTwLuskFGD,2019-12-06,Belgium
116,Bâtiment,Niska,52092,https://open.spotify.com/track/7FF6HRsQlc0CtfAbLmrEGX,2019-12-06,Belgium
117,Soleil,Roméo Elvis,51990,https://open.spotify.com/track/5SNfvgi4TUwx4Si0lFn3G2,2019-12-06,Belgium
118,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,51822,https://open.spotify.com/track/0RiRZpuVRbi7oqRdSMwhQY,2019-12-06,Belgium
119,Giant (with Rag'n'Bone Man),Calvin Harris,51815,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-12-06,Belgium
120,LOYAL (feat. Drake),PARTYNEXTDOOR,51684,https://open.spotify.com/track/5bvnqVuq7UFl0txSlHpsfS,2019-12-06,Belgium
121,Tu me regardes,Angèle,50967,https://open.spotify.com/track/26BdVNA5Fg6V1myBcxMjdx,2019-12-06,Belgium
122,Lover (Remix) [feat. Shawn Mendes],Taylor Swift,50900,https://open.spotify.com/track/3i9UVldZOE0aD0JnyfAZZ0,2019-12-06,Belgium
123,Power Over Me,Dermot Kennedy,50892,https://open.spotify.com/track/4tViDtaHuSLnh7HVJTrKhs,2019-12-06,Belgium
124,God Is A Dancer (with Mabel),Tiësto,50591,https://open.spotify.com/track/6fenHIxXuuzKB55wY4WCHP,2019-12-06,Belgium
125,Unstoppable,Sia,50466,https://open.spotify.com/track/2J2Z1SkXYghSajLibnQHOa,2019-12-06,Belgium
126,Always Remember Us This Way,Lady Gaga,50461,https://open.spotify.com/track/2rbDhOo9Fh61Bbu23T2qCk,2019-12-06,Belgium
127,Ça va ça vient,Vitaa,50359,https://open.spotify.com/track/3xbws1uOAaxeTPEviKWONY,2019-12-06,Belgium
128,High Hopes,Panic! At The Disco,50326,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-12-06,Belgium
129,La vie qu'on mène,Ninho,50165,https://open.spotify.com/track/0Jh6iWjna1wk5le0Ahn7No,2019-12-06,Belgium
130,Going On (feat. Soran),Henri PFR,50126,https://open.spotify.com/track/33AfYCpyXYCNxhboztDv47,2019-12-06,Belgium
131,Arcade,Duncan Laurence,50063,https://open.spotify.com/track/1Xi84slp6FryDSCbzq4UCD,2019-12-06,Belgium
