,Position,Track Name,Artist,Streams,URL,Week,acousticness,artists,danceability,duration_ms,energy,explicit,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,valence,year
0,1,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,32548077,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,01-18,0.556,"['Post Malone', 'Swae Lee']",0.76,158040.0,0.479,0.0,3KkXRkHbMCARz0aVfEt68P,0.0,2.0,0.0703,-5.574,1.0,86.0,2018-12-14,0.0466,89.911,0.9129999999999999,2018.0
1,2,"thank u, next",Ariana Grande,29904412,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,01-18,0.22899999999999998,['Ariana Grande'],0.7170000000000001,207320.0,0.653,1.0,3e9HZxeyfWwjeyPAMmWSSQ,0.0,1.0,0.10099999999999999,-5.6339999999999995,1.0,85.0,2019-02-08,0.0658,106.96600000000001,0.41200000000000003,2019.0
2,3,Wow.,Post Malone,29752551,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,01-18,,,,,,,,,,,,,,,,,,
3,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.00317,['Eminem'],0.924,290120.0,0.647,0.0,3Q0kSmKpkffn4aWkYkWwet,0.0,7.0,0.193,-3.3489999999999998,1.0,38.0,2002-05-26,0.0712,112.23899999999999,0.6779999999999999,2002.0
4,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.0027600000000000003,['Eminem'],0.91,291213.0,0.6609999999999999,1.0,1I1wdcCLTUe8qeg8NGICq0,0.0,7.0,0.35,-2.8139999999999996,1.0,47.0,2005-12-06,0.0694,112.251,0.643,2005.0
5,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.0146,['Fame on Fire'],0.611,229412.0,0.868,0.0,0MUuR9j0ymUTi6SxWboCet,0.0,0.0,0.122,-3.995,0.0,64.0,2019-02-13,0.0645,135.947,0.48,2019.0
6,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.129,"['Fantasia', 'Kelly Rowland', 'Missy Elliott']",0.713,270787.0,0.687,1.0,63lwbZioX7RZzvQ0sJNd7u,0.0,6.0,0.214,-7.518,0.0,45.0,2013-04-22,0.21,75.014,0.555,2013.0
7,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.00286,['Eminem'],0.9079999999999999,290320.0,0.669,1.0,7lQ8MOhq6IN2w8EYcFNSUk,0.0,7.0,0.237,-2.827,1.0,82.0,2002-05-26,0.0738,112.238,0.662,2002.0
8,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.297,['Halsey'],0.752,201661.0,0.488,1.0,5p7ujcrUXASCNwRaWNHR1C,9.11e-06,6.0,0.0936,-7.05,1.0,84.0,2018-10-04,0.0705,136.041,0.5329999999999999,2018.0
9,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.297,['Halsey'],0.752,201661.0,0.488,1.0,6FZDfxM3a3UCqtzo5pxSLZ,9.11e-06,6.0,0.0936,-7.05,1.0,76.0,2020-01-17,0.0705,136.041,0.5329999999999999,2020.0
10,4,Without Me,Halsey,24867431,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,01-18,0.0027600000000000003,['Eminem'],0.91,291213.0,0.6609999999999999,1.0,2RsTjad1nVUGrQmSoL1m8Y,0.0,7.0,0.35,-2.8139999999999996,1.0,53.0,2005-12-06,0.0694,112.251,0.643,2005.0
11,5,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,22845885,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,01-18,0.157,"['DJ Snake', 'Selena Gomez', 'Ozuna', 'Cardi B']",0.8420000000000001,212500.0,0.8009999999999999,1.0,4w8niZpiMy6qz1mntFA5uM,4.82e-06,8.0,0.0642,-4.167,0.0,81.0,2018-09-28,0.228,95.881,0.617,2018.0
12,6,Sweet but Psycho,Ava Max,21942752,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,01-18,0.0691,['Ava Max'],0.7190000000000001,187436.0,0.7040000000000001,0.0,25sgk305KZfyuqVBQIahim,0.0,1.0,0.166,-4.724,1.0,85.0,2018-08-17,0.0476,133.002,0.628,2018.0
13,7,Calma - Remix,Pedro Capó,20326903,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,01-18,0.32299999999999995,"['Pedro Capó', 'Farruko']",0.826,238200.0,0.773,0.0,5iwz1NiezX7WWjnCgY5TH4,0.0,11.0,0.14300000000000002,-4.218,0.0,82.0,2018-10-05,0.0524,126.899,0.7609999999999999,2018.0
14,8,MIA (feat. Drake),Bad Bunny,19414160,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,01-18,0.0141,"['Bad Bunny', 'Drake']",0.8170000000000001,210368.0,0.539,0.0,116H0KvKr2Zl4RPuVBruDO,0.000496,6.0,0.099,-6.349,0.0,80.0,2018-10-11,0.0621,97.06200000000001,0.158,2018.0
15,9,Happier,Marshmello,18637219,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,01-18,0.34299999999999997,['Guster'],0.6990000000000001,231013.0,0.62,0.0,4jG5Cfg9Hn5ReXTHaGEW38,2.36e-06,9.0,0.11,-8.061,1.0,35.0,1999-09-16,0.0271,111.946,0.51,1999.0
16,9,Happier,Marshmello,18637219,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,01-18,0.536,['Ed Sheeran'],0.522,207520.0,0.385,0.0,2RttW7RAu5nOAfq6YFvApB,0.0,0.0,0.135,-7.355,1.0,81.0,2017-03-03,0.0288,89.792,0.23600000000000002,2017.0
17,9,Happier,Marshmello,18637219,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,01-18,0.191,"['Marshmello', 'Bastille']",0.687,214290.0,0.792,0.0,2dpaYNEQHiRxtZbfNsse99,0.0,5.0,0.16699999999999998,-2.7489999999999997,1.0,86.0,2018-08-17,0.0452,100.015,0.6709999999999999,2018.0
18,9,Happier,Marshmello,18637219,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,01-18,0.188,"['Marshmello', 'Bastille']",0.6679999999999999,216000.0,0.8079999999999999,0.0,12JJcIBP2nd1ccGsg9f5fL,0.0,5.0,0.08800000000000001,-2.784,1.0,1.0,2020-06-12,0.0423,100.08,0.629,2020.0
19,10,SICKO MODE,Travis Scott,18588911,https://open.spotify.com/track/2xLMifQCjDGFmkHkpNLD9h,01-18,0.00513,['Travis Scott'],0.8340000000000001,312820.0,0.73,1.0,2xLMifQCjDGFmkHkpNLD9h,0.0,8.0,0.124,-3.714,1.0,92.0,2018-08-03,0.222,155.00799999999995,0.446,2018.0
20,11,High Hopes,Panic! At The Disco,18340295,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,01-18,0.193,['Panic! At The Disco'],0.579,190947.0,0.904,0.0,1rqqCSm0Qe4I9rUvWncaom,0.0,5.0,0.064,-2.7289999999999996,1.0,84.0,2018-06-22,0.0618,82.014,0.6809999999999999,2018.0
21,11,High Hopes,Panic! At The Disco,18340295,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,01-18,0.20199999999999999,['Pink Floyd'],0.52,510965.0,0.41100000000000003,0.0,5a4MgIUSf9K8wXLSm6xPEx,0.153,0.0,0.35100000000000003,-12.536,0.0,59.0,1994,0.025,75.235,0.28,1994.0
22,11,High Hopes,Panic! At The Disco,18340295,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,01-18,0.5770000000000001,['Kodaline'],0.488,230267.0,0.48700000000000004,0.0,6KkyuDhrEhR5nJVKtv9mCf,0.0,4.0,0.193,-6.371,1.0,69.0,2013-06-17,0.0307,77.344,0.217,2013.0
23,11,High Hopes,Panic! At The Disco,18340295,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,01-18,1.52e-05,['Gorilla Biscuits'],0.29100000000000004,144933.0,0.731,0.0,2C3q8kElxfujYlrC5mJ8R1,0.254,11.0,0.0571,-11.84,1.0,35.0,1988,0.0415,110.64399999999999,0.344,1988.0
24,12,Going Bad (feat. Drake),Meek Mill,17137403,https://open.spotify.com/track/2IRZnDFmlqMuOrYOLnZZyc,01-18,0.259,"['Meek Mill', 'Drake']",0.889,180522.0,0.496,1.0,2IRZnDFmlqMuOrYOLnZZyc,0.0,4.0,0.252,-6.365,0.0,83.0,2018-11-30,0.0905,86.00299999999999,0.544,2018.0
25,13,Adan y Eva,Paulo Londra,16773308,https://open.spotify.com/track/6FyRXC8tJUh863JCkyWqtk,01-18,0.32299999999999995,['Paulo Londra'],0.767,258639.0,0.7090000000000001,0.0,6FyRXC8tJUh863JCkyWqtk,0.0,1.0,0.0676,-4.47,1.0,76.0,2018-11-05,0.336,171.993,0.72,2018.0
26,14,ZEZE (feat. Travis Scott & Offset),Kodak Black,16713258,https://open.spotify.com/track/0FZ4Dmg8jJJAPJnvBIzD9z,01-18,0.0521,"['Kodak Black', 'Offset', 'Travis Scott']",0.861,228760.0,0.603,1.0,0FZ4Dmg8jJJAPJnvBIzD9z,0.0,8.0,0.0924,-5.787999999999999,0.0,81.0,2018-12-14,0.17600000000000002,98.04299999999999,0.504,2018.0
27,15,Shallow,Lady Gaga,16498186,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,01-18,0.23199999999999998,"['Danielle Bradbery', 'Parker McCollum']",0.561,207747.0,0.6729999999999999,0.0,6ysfrXnADdeTtW20oSybln,0.0,7.0,0.0829,-4.186,1.0,61.0,2019-03-22,0.0278,95.98899999999999,0.326,2019.0
28,15,Shallow,Lady Gaga,16498186,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,01-18,0.371,"['Lady Gaga', 'Bradley Cooper']",0.5720000000000001,215733.0,0.385,0.0,2VxeLyX666F8uXCJ0dZF8B,0.0,7.0,0.231,-6.362,1.0,86.0,2018-10-05,0.0308,95.79899999999999,0.32299999999999995,2018.0
29,16,Eastside (with Halsey & Khalid),benny blanco,14344693,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,01-18,0.555,"['benny blanco', 'Halsey', 'Khalid']",0.56,173800.0,0.68,0.0,0d2iYfpKoM0QCKvcLCkBao,0.0,6.0,0.11599999999999999,-7.648,0.0,81.0,2018-07-12,0.321,89.391,0.319,2018.0
30,16,Eastside (with Halsey & Khalid),benny blanco,14344693,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,01-18,0.5489999999999999,"['benny blanco', 'Halsey', 'Khalid']",0.632,170770.0,0.6859999999999999,0.0,7FGq80cy8juXBCD2nrqdWU,0.0,6.0,0.2,-7.665,0.0,76.0,2018-12-07,0.243,89.949,0.32899999999999996,2018.0
31,17,Drip Too Hard (Lil Baby & Gunna),Lil Baby,13970600,https://open.spotify.com/track/78QR3Wp35dqAhFEc2qAGjE,01-18,0.0852,"['Lil Baby', 'Gunna']",0.897,145543.0,0.662,1.0,78QR3Wp35dqAhFEc2qAGjE,0.0,1.0,0.534,-6.903,0.0,83.0,2018-10-05,0.292,112.51100000000001,0.389,2018.0
32,18,Mo Bamba,Sheck Wes,13371509,https://open.spotify.com/track/1xzBco0xcoJEDXktl7Jxrr,01-18,0.19399999999999998,['Sheck Wes'],0.7290000000000001,183907.0,0.625,1.0,1xzBco0xcoJEDXktl7Jxrr,0.009859999999999999,4.0,0.248,-5.266,1.0,80.0,2018-10-05,0.0315,146.034,0.261,2018.0
33,19,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,13321833,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,01-18,0.0969,"['Ellie Goulding', 'Diplo', 'Swae Lee']",0.574,182623.0,0.758,1.0,5JEx7HbmvHQQswJCsoo9rA,0.0,1.0,0.395,-5.029,0.0,79.0,2018-10-24,0.0621,144.111,0.4920000000000001,2018.0
34,20,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,13293720,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,01-18,0.0302,"['XXXTENTACION', 'Lil Pump', 'Swae Lee', 'Maluma']",0.703,198903.0,0.723,1.0,2LskIZrCeLxRvCiGP8gxlh,2.06e-06,9.0,0.126,-5.45,0.0,75.0,2018-10-25,0.0412,104.969,0.28800000000000003,2018.0
35,21,when the party's over,Billie Eilish,13279895,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,01-18,0.978,['Billie Eilish'],0.3670000000000001,196077.0,0.111,0.0,43zdsphuZLzwA9k4DJhU0I,3.97e-05,4.0,0.0897,-14.084000000000001,1.0,87.0,2019-03-29,0.0972,82.64200000000002,0.198,2019.0
36,22,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,12846041,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,01-18,0.00987,"['Mark Ronson', 'Miley Cyrus']",0.601,217467.0,0.794,0.0,27rdGxbavYJeBphck5MZAF,1.36e-06,7.0,0.38799999999999996,-5.843999999999999,0.0,76.0,2018-11-30,0.0671,114.066,0.244,2018.0
37,23,Better Now,Post Malone,12621995,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,01-18,0.0107,['Collective Soul'],0.6729999999999999,194533.0,0.809,0.0,0xqcypl9a1proZeZLmMJMN,0.000825,11.0,0.0212,-5.28,0.0,38.0,2004-11-16,0.0362,123.01799999999999,0.9640000000000001,2004.0
38,23,Better Now,Post Malone,12621995,https://open.spotify.com/track/7dt6x5M1jzdTEt8oCbisTK,01-18,0.331,['Post Malone'],0.68,231267.0,0.578,1.0,7dt6x5M1jzdTEt8oCbisTK,0.0,10.0,0.135,-5.803999999999999,1.0,85.0,2018-04-27,0.04,145.03799999999995,0.341,2018.0
39,24,Better,Khalid,12406424,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,01-18,0.0503,['Khalid'],0.6920000000000001,229400.0,0.552,0.0,339Y993TrFyWyO438be0RY,0.165,0.0,0.136,-9.543,0.0,66.0,2019-04-05,0.0497,98.02799999999999,0.15,2019.0
40,24,Better,Khalid,12406424,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,01-18,0.1,"[""Guns N' Roses""]",0.563,297227.0,0.784,0.0,3nW5v0Htr1ySk8czTJIA2V,0.0021899999999999997,1.0,0.895,-9.234,0.0,54.0,2008-01-01,0.042,98.01100000000001,0.387,2008.0
41,24,Better,Khalid,12406424,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,01-18,0.0888,['Regina Spektor'],0.5379999999999999,201840.0,0.695,0.0,3x8VM1G75erEHyrlrgwLme,0.0469,5.0,0.0619,-4.923,1.0,47.0,2006-06-13,0.0256,105.071,0.376,2006.0
42,24,Better,Khalid,12406424,https://open.spotify.com/track/6zeeWid2sgw4lap2jV61PZ,01-18,0.0765,['Khalid'],0.596,229320.0,0.552,0.0,6zeeWid2sgw4lap2jV61PZ,0.33399999999999996,0.0,0.10400000000000001,-10.277999999999999,0.0,78.0,2018-10-18,0.09699999999999999,97.949,0.11199999999999999,2018.0
43,25,Girls Like You (feat. Cardi B),Maroon 5,12367756,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,01-18,0.568,"['Maroon 5', 'Cardi B']",0.851,235545.0,0.541,1.0,6V1bu6o1Yo5ZXnsCJU8Ovk,0.0,0.0,0.13,-6.825,1.0,71.0,2018-06-15,0.0505,124.959,0.44799999999999995,2018.0
44,25,Girls Like You (feat. Cardi B),Maroon 5,12367756,https://open.spotify.com/track/7fa9MBXhVfQ8P8Df9OEbD8,01-18,0.568,"['Maroon 5', 'Cardi B']",0.851,235545.0,0.541,1.0,6FRLCMO5TUHTexlWo8ym1W,0.0,0.0,0.13,-6.825,1.0,78.0,2018-05-30,0.0505,124.959,0.44799999999999995,2018.0
45,26,imagine,Ariana Grande,12262149,https://open.spotify.com/track/0todbbT9g5uQGbeFCiBf2F,01-18,0.37799999999999995,['Ariana Grande'],0.7290000000000001,212267.0,0.475,1.0,39LmTF9RgyakzSYX8txrow,0.0,8.0,0.12,-4.985,1.0,74.0,2019-02-08,0.0364,62.52,0.371,2019.0
46,27,SAD!,XXXTENTACION,12011402,https://open.spotify.com/track/3ee8Jmje8o58CHK66QrVC2,01-18,0.258,['XXXTENTACION'],0.74,166606.0,0.613,1.0,3ee8Jmje8o58CHK66QrVC2,0.00372,8.0,0.12300000000000001,-4.88,1.0,87.0,2018-03-16,0.145,75.023,0.473,2018.0
47,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.589,['Justin Bieber'],0.8029999999999999,189653.0,0.35600000000000004,0.0,0nxvFG50rGXkiGQqOO2MHr,0.0,5.0,0.16,-9.026,0.0,58.0,2012-06-15,0.0326,106.95,0.7390000000000001,2012.0
48,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.545,['Dean Lewis'],0.557,198253.0,0.586,1.0,1TuvvuZV0tej1TamQRvCAY,0.0,11.0,0.0719,-5.902,1.0,0.0,2020-06-12,0.0374,126.529,0.456,2020.0
49,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.545,['Dean Lewis'],0.557,198253.0,0.586,1.0,5fcx2TeS6N8VUV6FTiXTAw,0.0,11.0,0.0719,-5.902,1.0,0.0,2020-06-12,0.0374,126.529,0.456,2020.0
50,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.545,['Dean Lewis'],0.557,198253.0,0.586,1.0,6cGBwKyp1d9fkmRvLPyg9E,0.0,11.0,0.0719,-5.902,1.0,0.0,2020-06-12,0.0374,126.529,0.456,2020.0
51,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.545,['Dean Lewis'],0.557,198253.0,0.586,1.0,6tg21Zu1mCmIBLI3v86AXR,0.0,11.0,0.0719,-5.902,1.0,0.0,2020-06-12,0.0374,126.529,0.456,2020.0
52,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.545,['Dean Lewis'],0.557,198253.0,0.586,1.0,7qdodwVphP7Zy4toflbOyj,0.0,11.0,0.0719,-5.902,1.0,1.0,2020-06-12,0.0374,126.529,0.456,2020.0
53,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.6970000000000001,['Dean Lewis'],0.5529999999999999,196373.0,0.586,1.0,3EPXxR3ImUwfayaurPi3cm,0.0,11.0,0.0813,-6.319,1.0,82.0,2018-06-29,0.0362,126.684,0.44299999999999995,2018.0
54,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.10400000000000001,['Zapp'],0.64,472973.0,0.8859999999999999,0.0,3PZpMF3RebeBEkQ6OicLpz,4.88e-06,8.0,0.307,-4.9510000000000005,1.0,43.0,1980-01-01,0.0632,82.417,0.7140000000000001,1980.0
55,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.114,['Zapp'],0.743,163667.0,0.58,0.0,29NVSIdQtqIRzZAgBG1v31,0.0,10.0,0.17,-11.081,0.0,47.0,1993-09-28,0.0779,82.429,0.81,1993.0
56,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.16899999999999998,['Ariana Grande'],0.813,179293.0,0.456,0.0,6f5TuB9WtbA1g49A4DcMQ4,2.86e-06,1.0,0.105,-7.6670000000000025,0.0,69.0,2016-05-20,0.0684,108.801,0.5870000000000001,2016.0
57,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.705,['Dean Lewis'],0.551,196493.0,0.537,1.0,5qrSlOut2rNAWv3ubArkNy,0.0,11.0,0.0802,-7.595,1.0,77.0,2019-03-22,0.034,126.421,0.493,2019.0
58,28,Be Alright,Dean Lewis,11920154,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,01-18,0.0453,['Parmalee'],0.598,201027.0,0.861,0.0,7MPc82UJLQm5VasRVkwquM,0.0,10.0,0.257,-3.215,1.0,65.0,2019-03-15,0.0424,128.025,0.325,2019.0
59,29,Bohemian Rhapsody - 2011 Mix,Queen,11376248,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,01-18,0.28800000000000003,['Queen'],0.392,354320.0,0.402,0.0,7tFiyTwD0nx5a1eklYtX2J,0.0,0.0,0.243,-9.961,0.0,75.0,1975-11-21,0.0536,143.88299999999995,0.228,1975.0
60,29,Bohemian Rhapsody - 2011 Mix,Queen,11376248,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,01-18,0.28800000000000003,['Queen'],0.392,354320.0,0.402,0.0,2GAIycsMaDVtMtdvxzR2xI,0.0,0.0,0.243,-9.961,0.0,54.0,2011-01-01,0.0536,143.88299999999995,0.228,2011.0
61,29,Bohemian Rhapsody - 2011 Mix,Queen,11376248,https://open.spotify.com/track/7tFiyTwD0nx5a1eklYtX2J,01-18,0.28800000000000003,['Queen'],0.392,354320.0,0.402,0.0,5eIDxmWYxRA0HJBYM9bIIS,0.0,0.0,0.243,-9.961,0.0,34.0,1975-11-21,0.0536,143.88299999999995,0.228,1975.0
62,30,Saturday Nights,Khalid,11371337,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,01-18,0.634,['Khalid'],0.574,211627.0,0.37,0.0,1fHRzxbts9A8J1ergDe7Kz,9.4e-05,10.0,0.0986,-10.802999999999999,1.0,68.0,2019-04-05,0.0841,83.162,0.354,2019.0
63,30,Saturday Nights,Khalid,11371337,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,01-18,0.606,['Khalid'],0.551,210667.0,0.44,0.0,5kfNriitmkNE8mUbZ7gbq8,3.02e-05,10.0,0.11,-8.559,1.0,76.0,2018-10-18,0.0985,167.923,0.341,2018.0
64,30,Saturday Nights,Khalid,11371337,https://open.spotify.com/track/5kfNriitmkNE8mUbZ7gbq8,01-18,0.635,['Khalid'],0.54,209547.0,0.439,0.0,7vGGAJBkHKxKtOnGjQduDV,1.93e-05,10.0,0.0993,-8.591000000000001,1.0,69.0,2018-10-19,0.115,167.908,0.371,2018.0
65,31,Lucid Dreams,Juice WRLD,11197891,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,01-18,0.0020399999999999997,['Fame on Fire'],0.499,234643.0,0.877,1.0,1iT5Ge6mwzO2SezSBIxrOX,0.0,0.0,0.0935,-4.99,1.0,59.0,2018-06-24,0.0633,83.917,0.213,2018.0
66,31,Lucid Dreams,Juice WRLD,11197891,https://open.spotify.com/track/285pBltuF7vW8TeWk8hdRR,01-18,0.349,['Juice WRLD'],0.511,239836.0,0.5660000000000001,1.0,285pBltuF7vW8TeWk8hdRR,0.0,6.0,0.34,-7.23,0.0,89.0,2018-12-10,0.2,83.90299999999998,0.218,2018.0
67,32,In My Mind,Dynoro,10987254,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,01-18,0.17600000000000002,"['Dynoro', ""Gigi D'Agostino""]",0.6940000000000001,184560.0,0.77,0.0,0E9ZjEAyAwOXZ7wJC0PD33,1.1e-05,6.0,0.11800000000000001,-5.335,1.0,83.0,2018-06-08,0.149,125.905,0.163,2018.0
68,32,In My Mind,Dynoro,10987254,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,01-18,0.14800000000000002,['Heather Headley'],0.616,245947.0,0.457,0.0,6NSlNryPDSICV6ER6ZRosi,0.0,0.0,0.125,-6.761,1.0,46.0,2006,0.034,119.646,0.20800000000000002,2006.0
69,33,Ella Quiere Beber - Remix,Anuel AA,10777081,https://open.spotify.com/track/2cYnZNzFRFK0H7vSNxPsUq,01-18,0.265,"['Anuel AA', 'Romeo Santos']",0.75,219357.0,0.665,0.0,3f5lA8nnc4YYF1qf78WpHw,0.0,8.0,0.0515,-3.083,1.0,78.0,2018-11-02,0.124,95.23899999999999,0.6970000000000001,2018.0
70,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.8,['Lesley Gore'],0.517,103000.0,0.5710000000000001,0.0,4r5Xt4DhXBG9ksO51gTGLI,0.0,7.0,0.62,-9.466000000000001,1.0,19.0,1964-04-01,0.0519,138.418,0.655,1964.0
71,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.282,['Johnny Thunders'],0.314,167907.0,0.937,0.0,67ecnJIqWYSIKepTpQx8VZ,0.0667,9.0,0.379,-10.243,1.0,24.0,1978,0.0537,142.471,0.24600000000000002,1978.0
72,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.00783,['Tyler Braden'],0.40299999999999997,196592.0,0.617,0.0,6OI4kx6HcKUAgZKGr9IlXg,0.0,0.0,0.14800000000000002,-7.02,0.0,57.0,2018-07-20,0.0337,150.064,0.204,2018.0
73,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.107,['Flipp Dinero'],0.792,195637.0,0.743,1.0,14mHfNsSHN0FbLftyjrV9g,0.0,7.0,0.183,-2.806,1.0,75.0,2018-09-04,0.0851,150.024,0.742,2018.0
74,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.107,['Flipp Dinero'],0.792,195637.0,0.743,1.0,6V7g6qM8wheMivMWrzbPTM,0.0,7.0,0.183,-2.806,1.0,74.0,2019-11-22,0.0851,150.024,0.742,2019.0
75,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.249,['NF'],0.722,308652.0,0.741,0.0,3EtyEzMpfKSaoVhPunvbRV,0.0,1.0,0.151,-3.72,1.0,72.0,2019-07-26,0.19,162.11,0.46,2019.0
76,34,Leave Me Alone,Flipp Dinero,10692302,https://open.spotify.com/track/14mHfNsSHN0FbLftyjrV9g,01-18,0.0038299999999999996,['Circle Jerks'],0.589,80773.0,0.855,0.0,0BOHrlOxCq6g7WkshTGDNe,2.83e-06,2.0,0.221,-8.986,1.0,34.0,1982,0.0489,103.749,0.42100000000000004,1982.0
77,35,Look Back at It,A Boogie Wit da Hoodie,10609203,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,01-18,0.40700000000000003,['A Boogie Wit da Hoodie'],0.7909999999999999,179449.0,0.5870000000000001,1.0,3J5YrOvX2A0EA0j4BARQ9o,0.0,3.0,0.14800000000000002,-5.075,0.0,61.0,2018-12-07,0.0413,96.057,0.536,2018.0
78,35,Look Back at It,A Boogie Wit da Hoodie,10609203,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,01-18,0.40700000000000003,['A Boogie Wit da Hoodie'],0.7909999999999999,179449.0,0.5870000000000001,1.0,3Ol2xnObFdKV9pmRD2t9x8,0.0,3.0,0.14800000000000002,-5.075,0.0,79.0,2018-12-21,0.0413,96.057,0.536,2018.0
