Position,Track Name,Artist,Streams,URL,Week,Region
1,quando a bad bater - ao vivo,Luan Santana,3869313,https://open.spotify.com/track/5gvrBqNFFEWcxYPt3mamvJ,2019-08-30,Brazil
2,Tijolão - Ao Vivo,Jorge & Mateus,3407621,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2019-08-30,Brazil
3,Lençol Dobrado,João Gustavo e Murilo,3257904,https://open.spotify.com/track/72xB2J9ZeBl0Rzxq2XmzdY,2019-08-30,Brazil
4,Hit Contagiante,Felipe Original,3225684,https://open.spotify.com/track/5dKesZwp6deuhEeW8F1UEi,2019-08-30,Brazil
5,Sentou e Gostou,MC JottaPê,3196144,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr,2019-08-30,Brazil
6,Supera - Ao Vivo,Marília Mendonça,3183607,https://open.spotify.com/track/3GmJxfnUDrIs1iCfKUELFz,2019-08-30,Brazil
7,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,2912128,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo,2019-08-30,Brazil
8,Te Amo Sem Compromisso,MC Doni,2839730,https://open.spotify.com/track/4mkagJJ8AM1hzeyrgAJc3x,2019-08-30,Brazil
9,Ferida Curada,Zé Neto & Cristiano,2797584,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR,2019-08-30,Brazil
10,Quando a vontade bater (Participação especial de PK Delas),Pk,2674937,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH,2019-08-30,Brazil
11,Milu,Gusttavo Lima,2537317,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7,2019-08-30,Brazil
12,Quarta Cadeira - Ao Vivo,Matheus & Kauan,2531452,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn,2019-08-30,Brazil
13,Uma nora pra cada dia,MC Kevinho,2349141,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ,2019-08-30,Brazil
14,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,2339689,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP,2019-08-30,Brazil
15,Cobaia,Lauana Prado,2329102,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx,2019-08-30,Brazil
16,Evoluiu,MC Kevin o Chris,2288133,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK,2019-08-30,Brazil
17,Señorita,Shawn Mendes,2228621,https://open.spotify.com/track/6v3KW9xbzN5yKLt9YKDYA2,2019-08-30,Brazil
18,Gaiola É o Troco,MC Du Black,2196266,https://open.spotify.com/track/3Uq45ipGutypFPmETfaoaH,2019-08-30,Brazil
19,Invocada (Participação especial de Léo Santana) - Ao vivo,Ludmilla,2148323,https://open.spotify.com/track/4k20Ie47EcWtS4wMBn8w8S,2019-08-30,Brazil
