Position,Track Name,Artist,Streams,URL,Week,Region
1,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,3718905,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo,2019-07-26,Brazil
2,Lençol Dobrado,João Gustavo e Murilo,3473027,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk,2019-07-26,Brazil
3,Tijolão - Ao Vivo,Jorge & Mateus,3309854,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2019-07-26,Brazil
4,Evoluiu,MC Kevin o Chris,3134142,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK,2019-07-26,Brazil
5,quando a bad bater - ao vivo,Luan Santana,2840186,https://open.spotify.com/track/1nVIlX3h3Ds9bH6JMQopIU,2019-07-26,Brazil
6,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,2802245,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP,2019-07-26,Brazil
7,Uma nora pra cada dia,MC Kevinho,2776963,https://open.spotify.com/track/2bbFhnxYjeb9jYEX2MDKLQ,2019-07-26,Brazil
8,Cobaia,Lauana Prado,2602119,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx,2019-07-26,Brazil
9,Milu,Gusttavo Lima,2596231,https://open.spotify.com/track/1nqaSoiLuqevDes4S18sO7,2019-07-26,Brazil
10,Señorita,Shawn Mendes,2429933,https://open.spotify.com/track/0TK2YIli7K1leLovkQiNik,2019-07-26,Brazil
11,Sentou e Gostou,MC JottaPê,2389255,https://open.spotify.com/track/6V43u5SCjkfMpxMAXRPifr,2019-07-26,Brazil
12,Quando a vontade bater (Participação especial de PK Delas),Pk,2370681,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH,2019-07-26,Brazil
13,Bebi Liguei - Ao Vivo,Marília Mendonça,2230785,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3,2019-07-26,Brazil
14,Quarta Cadeira - Ao Vivo,Matheus & Kauan,2062521,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn,2019-07-26,Brazil
15,Estado Decadente - Acústico,Zé Neto & Cristiano,2020921,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR,2019-07-26,Brazil
16,Ela É do Tipo,MC Kevin o Chris,2012554,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,2019-07-26,Brazil
17,Espaçosa Demais - Ao Vivo,Felipe Araújo,1961012,https://open.spotify.com/track/4lEw9Id7kLDSJ6KRdaenM9,2019-07-26,Brazil
18,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1945180,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-07-26,Brazil
19,Fingindo Maturidade - Ao Vivo,Mano Walter,1930662,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33,2019-07-26,Brazil
20,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,1910617,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd,2019-07-26,Brazil
21,Algo Mais (Amante) - Ao Vivo,Xand Avião,1882795,https://open.spotify.com/track/4jGzR5Vri06Y5T9SxM7m5P,2019-07-26,Brazil
22,Bebaça - Ao Vivo,Marília Mendonça,1869072,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg,2019-07-26,Brazil
23,Não Abro Mão - Ao Vivo,Maiara & Maraisa,1700845,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ,2019-07-26,Brazil
24,Poesia Acústica #7: Céu Azul,Pineapple StormTv,1637367,https://open.spotify.com/track/2FGhB10Gon36GgFcOTMQEW,2019-07-26,Brazil
25,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,1621703,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr,2019-07-26,Brazil
26,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,1603588,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ,2019-07-26,Brazil
27,Senta braba,MC WM,1562656,https://open.spotify.com/track/2SgVsDXzET5EU8VngMh9dv,2019-07-26,Brazil
28,Onda diferente (feat. Papatinho),Anitta,1550663,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd,2019-07-26,Brazil
29,Sei Lá,Projota,1534167,https://open.spotify.com/track/6l1PdE7lQbodewVQh16GCM,2019-07-26,Brazil
30,Um Pedido,Hungria Hip Hop,1516590,https://open.spotify.com/track/3CgZi8DMUftJHK6WL2gKc1,2019-07-26,Brazil
31,Bagunça Minha Vida - Ao Vivo Em Goiânia / 2019,George Henrique & Rodrigo,1511139,https://open.spotify.com/track/33g4LmRrWddOvMLnynSktj,2019-07-26,Brazil
32,Ferida Curada,Zé Neto & Cristiano,1509464,https://open.spotify.com/track/1U3tv41tFRgOfbytpuYQrR,2019-07-26,Brazil
33,Péssimo Negócio (Ao Vivo),Dilsinho,1482017,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ,2019-07-26,Brazil
34,Cem Mil - Ao Vivo,Gusttavo Lima,1471522,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ,2019-07-26,Brazil
35,Sem Sal - Ao Vivo,Marília Mendonça,1431168,https://open.spotify.com/track/0EZuXcsnjEmGuRYdFdcctX,2019-07-26,Brazil
36,Não sou obrigada,POCAH,1399413,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa,2019-07-26,Brazil
37,How Do You Sleep?,Sam Smith,1387626,https://open.spotify.com/track/6b2RcmUt1g9N9mQ3CbjX2Y,2019-07-26,Brazil
38,Atrasadinha - Ao Vivo,Felipe Araújo,1386414,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,2019-07-26,Brazil
39,I Don't Care (with Justin Bieber),Ed Sheeran,1374119,https://open.spotify.com/track/0hVXuCcriWRGvwMV1r5Yn9,2019-07-26,Brazil
40,Garupa,Luísa Sonza,1305832,https://open.spotify.com/track/1HEr5uCRyuuLlVCOB1RiTE,2019-07-26,Brazil
41,Ouvi Dizer,Melim,1276261,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2019-07-26,Brazil
42,Vai menina,PEDRO SAMPAIO,1256393,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua,2019-07-26,Brazil
43,Posto 24h (feat. Wesley Safadão) - Ao Vivo,Lucas Lucco,1249676,https://open.spotify.com/track/3mNmUjoDHYDYj08IaRPtg0,2019-07-26,Brazil
44,"Para, Pensa e Volta - Ao Vivo",Yasmin Santos,1248894,https://open.spotify.com/track/2KyXyTrp3kp1Fsg7B1osYD,2019-07-26,Brazil
45,Mágica - Ao Vivo,Matheus & Kauan,1232088,https://open.spotify.com/track/5cN5ZOVcYBl4Lnq50Zeqsx,2019-07-26,Brazil
46,Do Copo Eu Vim (feat. Marília Mendonça) - Ao Vivo em Brasília,Diego & Victor Hugo,1221122,https://open.spotify.com/track/7sl95MXCpM8WWsaH1BqvR3,2019-07-26,Brazil
47,Infarto,Diego & Victor Hugo,1184295,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2,2019-07-26,Brazil
48,Poesia Acústica #6: Era uma Vez,Pineapple StormTv,1174410,https://open.spotify.com/track/13Rf6RaZT13TW4xLQR3MQr,2019-07-26,Brazil
49,Serenata - Ao Vivo,Marília Mendonça,1132412,https://open.spotify.com/track/5fY9bVl1Wj4PIM3wnduWop,2019-07-26,Brazil
50,Malemolência,Dynho Alves,1105930,https://open.spotify.com/track/5rwdmpN5eMWIIwK4R96vv1,2019-07-26,Brazil
51,Flor Que Se Cheira - Ao Vivo,Guilherme & Benuto,1105688,https://open.spotify.com/track/49pu85144Xir6PgWjeyJhG,2019-07-26,Brazil
52,Ciumeira - Ao Vivo,Marília Mendonça,1095745,https://open.spotify.com/track/7D5F5BzIon5zhzQrOU2pdN,2019-07-26,Brazil
53,bad guy,Billie Eilish,1094646,https://open.spotify.com/track/2Fxmhks0bxGSBdJ92vM42m,2019-07-26,Brazil
54,Pupila,ANAVITÓRIA,1094162,https://open.spotify.com/track/7Gk5OrMYaMRtT2JmgJVAfk,2019-07-26,Brazil
55,Cara Feio - Ao Vivo,Fernando & Sorocaba,1084125,https://open.spotify.com/track/7KqeDL2CLfxSKSxtofrWOI,2019-07-26,Brazil
56,Brisa,IZA,1081428,https://open.spotify.com/track/5rNNZ6fVYxkhwqUfImVhU1,2019-07-26,Brazil
57,Meu Abrigo,Melim,1080983,https://open.spotify.com/track/5U28PY9MekLyCBYtLHGQpe,2019-07-26,Brazil
58,Vamos pra Gaiola,MC Kevin o Chris,1077773,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,2019-07-26,Brazil
59,Café,Vitão,1034335,https://open.spotify.com/track/6i9ToXS6CAfjpp8veBklg1,2019-07-26,Brazil
60,Dois Enganados,Murilo Huff,1030435,https://open.spotify.com/track/72N0CRIAqjETbhghrkCUW2,2019-07-26,Brazil
61,Faz Gostoso (feat. Anitta),Madonna,1019411,https://open.spotify.com/track/2SC14LGDbRWRlyLg9Wupa0,2019-07-26,Brazil
62,50 Vezes - Ao Vivo,Sorriso Maroto,1013527,https://open.spotify.com/track/01wavOnjFBNgdMWBFYIAP4,2019-07-26,Brazil
63,7 rings,Ariana Grande,998542,https://open.spotify.com/track/6ocbgoVGwYJhOv1GgI9NsF,2019-07-26,Brazil
64,Conselho - Ao Vivo,Israel & Rodolffo,994032,https://open.spotify.com/track/03Ih0yoTF85crrHUtLUoHF,2019-07-26,Brazil
65,Shallow,Lady Gaga,986386,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-07-26,Brazil
66,Long Neck - Acústico,Zé Neto & Cristiano,976210,https://open.spotify.com/track/4Lxv5hGnHOUYBVeDgWgcaP,2019-07-26,Brazil
67,Apaixonadinha - Ao Vivo,Marília Mendonça,965512,https://open.spotify.com/track/0rUL7vUZmCKxB0gS83W3aM,2019-07-26,Brazil
68,Melhor Saída - Ao Vivo,Lauana Prado,951447,https://open.spotify.com/track/704li4NOyKCQY6qNdoEW5n,2019-07-26,Brazil
69,Resenha lá em casa,MC Kevin o Chris,948253,https://open.spotify.com/track/3NnW2EqJxvHYrRy3upaznl,2019-07-26,Brazil
70,Bola Rebola,Tropkillaz,946885,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,2019-07-26,Brazil
71,Espelho Meu - Ao Vivo,Henrique & Diego,935822,https://open.spotify.com/track/4mtHXZBOBMrZSI6jp3X9WJ,2019-07-26,Brazil
72,Old Town Road,Lil Nas X,933322,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019-07-26,Brazil
73,Bem Pior Que Eu - Ao Vivo,Marília Mendonça,933125,https://open.spotify.com/track/4UANYptjv2kpV6IY7IjXoJ,2019-07-26,Brazil
74,Bebe e Vem Me Procurar,Raí Saia Rodada,921206,https://open.spotify.com/track/3tu0GkIZwwkmILoD4HemBq,2019-07-26,Brazil
75,Goodbyes (Feat. Young Thug),Post Malone,917978,https://open.spotify.com/track/6vBdBCoOhKHiYDDOcorfNo,2019-07-26,Brazil
76,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,916359,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F,2019-07-26,Brazil
77,Não Atende Não,Wesley Safadão,908205,https://open.spotify.com/track/7E5cJjrgYLHo13pI0hpmWw,2019-07-26,Brazil
78,Deixa (feat. Ana Gabriela),Lagum,898203,https://open.spotify.com/track/3fLqmaO4vvZpFZSZy52VMp,2019-07-26,Brazil
79,Calma - Remix,Pedro Capó,892531,https://open.spotify.com/track/5iwz1NiezX7WWjnCgY5TH4,2019-07-26,Brazil
80,Então Vem Cá - Ao Vivo,Mano Walter,892391,https://open.spotify.com/track/1FIaoiLn0E5ilfE5T0P9xx,2019-07-26,Brazil
81,Então Vou Avisar - Ao Vivo,Yasmin Santos,889718,https://open.spotify.com/track/1idjI8gtxgHjy8KyZamY6o,2019-07-26,Brazil
82,Beautiful People (feat. Khalid),Ed Sheeran,885861,https://open.spotify.com/track/70eFcWOvlMObDhURTqT4Fv,2019-07-26,Brazil
83,Piece Of Your Heart,MEDUZA,882895,https://open.spotify.com/track/1DFD5Fotzgn6yYXkYsKiGs,2019-07-26,Brazil
84,Cidade Vizinha - Ao Vivo,Henrique & Juliano,861706,https://open.spotify.com/track/6pgoGpBkKUvXrrU95j0khl,2019-07-26,Brazil
85,Juras de Amor (Vai Chorar) - Ao Vivo,Wesley Safadão,858236,https://open.spotify.com/track/1a1KuK97CSE29fFqufkheK,2019-07-26,Brazil
86,Favela chegou - Ao vivo,Ludmilla,857956,https://open.spotify.com/track/3X4vxzjSiCtmZY2QRumOKW,2019-07-26,Brazil
87,Praia do Rosa - Acústico,Oriente,857117,https://open.spotify.com/track/5lYKob6hewwt3dcy5kWMfF,2019-07-26,Brazil
88,Facilita,MC Kevinho,851245,https://open.spotify.com/track/3wB81eGupHVv9W4mF9IsHh,2019-07-26,Brazil
89,Dá preferência pra mim (Participação especial de Gusttavo Lima),Thiago Brava,849243,https://open.spotify.com/track/3bdjxhq0PqcxNwswCOX6w1,2019-07-26,Brazil
90,Aperte O Play - Ao Vivo,Simone & Simaria,833188,https://open.spotify.com/track/5M8qHiAV6b0jo3phlyhxcR,2019-07-26,Brazil
91,Santo Forte (Ao Vivo) (feat. Luan Santana),Dilsinho,833140,https://open.spotify.com/track/1ekX8JX7LF3AyxI0nyOzvB,2019-07-26,Brazil
92,All The Lies,Alok,828588,https://open.spotify.com/track/6PqUdUGS4h5aGY7YyEGXr8,2019-07-26,Brazil
93,Obrigado por Estragar Tudo - Ao Vivo,Marília Mendonça,823142,https://open.spotify.com/track/4a5GPCo8oX4vvaRkciKlih,2019-07-26,Brazil
94,Também Sei Fazer Falta - Ao Vivo,Israel & Rodolffo,822111,https://open.spotify.com/track/6hrV6KYL9zM8vFAbOSxFHY,2019-07-26,Brazil
95,Rabetão no Chão,Mc Th,819699,https://open.spotify.com/track/4aC48Yffpsw01b7sBJxase,2019-07-26,Brazil
