Position,Track Name,Artist,Streams,URL,Week,Region
1,Todo Mundo Vai Sofrer - Ao Vivo,Marília Mendonça,4296638,https://open.spotify.com/track/4E6RdcCWMiHTu7zy1VTNDo,2019-05-31,Brazil
2,Cem Mil - Ao Vivo,Gusttavo Lima,3129489,https://open.spotify.com/track/5eMmT4Ava5BGThju0AD8vQ,2019-05-31,Brazil
3,Lençol Dobrado,João Gustavo e Murilo,3096768,https://open.spotify.com/track/5pRGXCDY0eT6R1QicAn7Uk,2019-05-31,Brazil
4,Vou Ter Que Superar - Ao Vivo,Matheus & Kauan,3018580,https://open.spotify.com/track/6sRLrSetyIwIKhW1eMlUNP,2019-05-31,Brazil
5,Ela É do Tipo,MC Kevin o Chris,3004697,https://open.spotify.com/track/2x8TNY9KwNvD19gVGs4WOP,2019-05-31,Brazil
6,Igual Ela Só Uma,Wesley Safadão,2929305,https://open.spotify.com/track/6XGhqvxCMCcBy5XiqG7SWV,2019-05-31,Brazil
7,Evoluiu,MC Kevin o Chris,2577845,https://open.spotify.com/track/0WhDotK0QXigmsrlw0DxKK,2019-05-31,Brazil
8,Solteiro Não Trai - Ao Vivo,Gustavo Mioto,2459757,https://open.spotify.com/track/7oEr56KG6odStlQH0nvdyr,2019-05-31,Brazil
9,Bebaça - Ao Vivo,Marília Mendonça,2382139,https://open.spotify.com/track/6YjyT6MEMsMc41NNWk2dYg,2019-05-31,Brazil
10,Bebi Liguei - Ao Vivo,Marília Mendonça,2330317,https://open.spotify.com/track/3RbXsVQr4jeTxvT35Hssq3,2019-05-31,Brazil
11,Estado Decadente - Acústico,Zé Neto & Cristiano,2261924,https://open.spotify.com/track/4eB8rsNNm5791m3uvEBNLR,2019-05-31,Brazil
12,Cobaia,Lauana Prado,2105432,https://open.spotify.com/track/1xyVMQx51Kab6eLVtE6twx,2019-05-31,Brazil
13,Não Abro Mão - Ao Vivo,Maiara & Maraisa,2072551,https://open.spotify.com/track/3L2uyIJoJPjYkSETVNSPBQ,2019-05-31,Brazil
14,Shallow,Lady Gaga,2046290,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-05-31,Brazil
15,Tijolão - Ao Vivo,Jorge & Mateus,2007974,https://open.spotify.com/track/6QwFUcPc5nhsqZuhXUYtV7,2019-05-31,Brazil
16,Old Town Road (feat. Billy Ray Cyrus) - Remix,Lil Nas X,1898222,https://open.spotify.com/track/6u7jPi22kF8CTQ3rb9DHE7,2019-05-31,Brazil
17,Onda diferente (feat. Papatinho),Anitta,1889378,https://open.spotify.com/track/2H8ETIUEoN9YMf56X66bxd,2019-05-31,Brazil
18,Posto 24h (feat. Wesley Safadão) - Ao Vivo,Lucas Lucco,1882659,https://open.spotify.com/track/3mNmUjoDHYDYj08IaRPtg0,2019-05-31,Brazil
19,Old Town Road,Lil Nas X,1845638,https://open.spotify.com/track/53CJANUxooaqGOtdsBTh7O,2019-05-31,Brazil
20,Péssimo Negócio (Ao Vivo),Dilsinho,1829801,https://open.spotify.com/track/5MMrkwK6AgNAsgHVdC7daZ,2019-05-31,Brazil
21,Infarto,Diego & Victor Hugo,1816404,https://open.spotify.com/track/0XEJ7eph2IWFYZc73Jm3n2,2019-05-31,Brazil
22,Notificação Preferida - Ao Vivo,Zé Neto & Cristiano,1736310,https://open.spotify.com/track/3tA0vALUwrzkTgHcm9j6oJ,2019-05-31,Brazil
23,Dá preferência pra mim (Participação especial de Gusttavo Lima),Thiago Brava,1734555,https://open.spotify.com/track/3bdjxhq0PqcxNwswCOX6w1,2019-05-31,Brazil
24,I Don't Care (with Justin Bieber),Ed Sheeran,1718436,https://open.spotify.com/track/3HVWdVOQ0ZA45FuZGSfvns,2019-05-31,Brazil
25,Quando a vontade bater (Participação especial de PK Delas),Pk,1670867,https://open.spotify.com/track/26WpOBpHiIMoBuMEIwtOCH,2019-05-31,Brazil
26,A Culpa é do Meu Grau (feat. Zé Neto & Cristiano) - Ao Vivo em Brasília,Diego & Victor Hugo,1659744,https://open.spotify.com/track/4gDvg62vG96w0qJaF6wzcd,2019-05-31,Brazil
27,Bola Rebola,Tropkillaz,1656694,https://open.spotify.com/track/1OUPXna2MCgAt3VNmXJBtg,2019-05-31,Brazil
28,Ciumeira - Ao Vivo,Marília Mendonça,1624976,https://open.spotify.com/track/7D5F5BzIon5zhzQrOU2pdN,2019-05-31,Brazil
29,Sem Sal - Ao Vivo,Marília Mendonça,1615986,https://open.spotify.com/track/0EZuXcsnjEmGuRYdFdcctX,2019-05-31,Brazil
30,Atrasadinha - Ao Vivo,Felipe Araújo,1596141,https://open.spotify.com/track/5EKHbW7mXcAR4hCyS3YXjb,2019-05-31,Brazil
31,Quarta Cadeira - Ao Vivo,Matheus & Kauan,1577497,https://open.spotify.com/track/5q0NlM6Pm8Pp3orq7zGiRn,2019-05-31,Brazil
32,Não sou obrigada,POCAH,1574213,https://open.spotify.com/track/0nkDm27DGppCSk8dnGtvPa,2019-05-31,Brazil
33,Quem Me Dera,Márcia Fellipe,1558281,https://open.spotify.com/track/2lAyctg5FocS67eksHoyIg,2019-05-31,Brazil
34,Salvou meu dia (Participação especial de Gusttavo Lima),MC Kevinho,1486967,https://open.spotify.com/track/7CBImG41isOs2r7lQU7CCy,2019-05-31,Brazil
35,Ouvi Dizer,Melim,1477266,https://open.spotify.com/track/1qCLx3nX25NuhfPjM5E1qV,2019-05-31,Brazil
36,Fingindo Maturidade - Ao Vivo,Mano Walter,1437728,https://open.spotify.com/track/3tU3UAasaDA9OixXGC3O33,2019-05-31,Brazil
37,Zona de Risco (feat. Maiara & Maraisa) - Ao Vivo,Fernando & Sorocaba,1386715,https://open.spotify.com/track/7qQV8fo97AFhrL9HPUeAsk,2019-05-31,Brazil
38,Vamos pra Gaiola,MC Kevin o Chris,1377378,https://open.spotify.com/track/7FiIQXpIeLo3ITfGGpb8PB,2019-05-31,Brazil
39,Vai menina,PEDRO SAMPAIO,1323194,https://open.spotify.com/track/1oQppEGTHYN53xfEaTz4ua,2019-05-31,Brazil
40,Hoje Eu Vou Parar Na Gaiola,Mc Livinho,1312537,https://open.spotify.com/track/0IQCOAw9ZAI6WnXIrl481F,2019-05-31,Brazil
41,Traí Sim - Ao Vivo,Maiara & Maraisa,1300477,https://open.spotify.com/track/1NG3zBjoV0TtKcr5znJ6n3,2019-05-31,Brazil
42,Agora é Tudo Meu,Dennis DJ,1250338,https://open.spotify.com/track/5yH8pYxNckOU1cxfPsMIaz,2019-05-31,Brazil
43,Quem Tem o Dom,Jerry Smith,1224775,https://open.spotify.com/track/2mJOngYlqgfdLMBSxPcJL3,2019-05-31,Brazil
