Position,Track Name,Artist,Streams,URL,Week,Region
1,Prinzessa,Capital Bra,301565,https://open.spotify.com/track/7r55d7IhAj5UGKiYbXBwRP,2019-02-08,Austria
2,Hobby Hobby,MERO,240904,https://open.spotify.com/track/260R90ctQ1SiPax90PuEsT,2019-02-08,Austria
3,ROMEO & JULIET,Loredana,205601,https://open.spotify.com/track/3uB8KqnEoQq5bTQ1JFHJ7Y,2019-02-08,Austria
4,7 rings,Ariana Grande,191609,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,2019-02-08,Austria
5,Sweet but Psycho,Ava Max,181605,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-02-08,Austria
6,Benzema,Capital Bra,180973,https://open.spotify.com/track/7KPGeiXWDsGEvFK62wzU8E,2019-02-08,Austria
7,bury a friend,Billie Eilish,171632,https://open.spotify.com/track/4NzMOnvSJVNKF7nw5NkXIP,2019-02-08,Austria
8,DODI,Shindy,147703,https://open.spotify.com/track/63THFs9ovzO3WQsz4lzh0H,2019-02-08,Austria
9,High Hopes,Panic! At The Disco,139871,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-02-08,Austria
10,Baller los,MERO,136508,https://open.spotify.com/track/1IPRghUN3LFPNbCTsfBJx9,2019-02-08,Austria
11,Tausend Tattoos,Sido,133788,https://open.spotify.com/track/2PAYSgrVOBz8RJqp9B7QLu,2019-02-08,Austria
12,JAJA,Fero47,124608,https://open.spotify.com/track/5z3vuYzS9UF6rD6TmBEdUf,2019-02-08,Austria
13,Speechless (feat. Erika Sirola),Robin Schulz,123369,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,2019-02-08,Austria
14,Wow.,Post Malone,112295,https://open.spotify.com/track/6MWtB6iiXyIwun0YzU6DFP,2019-02-08,Austria
15,500 PS,Bonez MC,108954,https://open.spotify.com/track/4UOXo3xWnxYdTf3sFyRaUG,2019-02-08,Austria
16,Without Me,Halsey,108865,https://open.spotify.com/track/5p7ujcrUXASCNwRaWNHR1C,2019-02-08,Austria
17,Happier,Marshmello,106054,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-02-08,Austria
18,Wenn die Sonne untergeht,Azet,105763,https://open.spotify.com/track/23N0z3XkwS2ErcNKsgCWAb,2019-02-08,Austria
19,2x,Mathea,99439,https://open.spotify.com/track/2pu5rVWy3zPlgypJzL3Mlw,2019-02-08,Austria
20,Be Alright,Dean Lewis,97843,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019-02-08,Austria
21,"Standard (feat. Trettmann, Gringo, Ufo361 & Gzuz)",KitschKrieg,97206,https://open.spotify.com/track/4Nip6oiJU24LqcUEi7u19S,2019-02-08,Austria
22,Fading,Alle Farben,92682,https://open.spotify.com/track/2RP8Svo0pMwZXnVcmOffDw,2019-02-08,Austria
23,Perfekt (feat. Sofiane),RAF Camora,90235,https://open.spotify.com/track/38KR9aB0bPkjM4gKhKr7tr,2019-02-08,Austria
24,Cataleya,Samra,84256,https://open.spotify.com/track/3MrTi2XjvQCZm8V1P1ryuR,2019-02-08,Austria
25,Warnung,Kontra K,83169,https://open.spotify.com/track/3OgD9c7c6GhEWUK660Ezbr,2019-02-08,Austria
26,#niemalsantäuschen,Farid Bang,81451,https://open.spotify.com/track/4mI0sGmXHviRF9QbY4bfq7,2019-02-08,Austria
27,Shallow,Lady Gaga,80523,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-02-08,Austria
28,Kokain,Bonez MC,79848,https://open.spotify.com/track/4Bj3usjRTckEJARO0dLbDf,2019-02-08,Austria
29,Ich liebe es (feat. XATAR & SAMY),Capital Bra,79685,https://open.spotify.com/track/71XGMPKmWtVxO7bGcGZhbn,2019-02-08,Austria
30,Hasso,KC Rebell,79098,https://open.spotify.com/track/3TN6azWcvHM18VxhYVB1AG,2019-02-08,Austria
31,In My Mind,Dynoro,78617,https://open.spotify.com/track/0E9ZjEAyAwOXZ7wJC0PD33,2019-02-08,Austria
32,HaifischNikez Allstars,LX,78397,https://open.spotify.com/track/0kLA41xkWzzYzMIEGFuDkP,2019-02-08,Austria
33,Giant (with Rag'n'Bone Man),Calvin Harris,75826,https://open.spotify.com/track/5itOtNx0WxtJmi1TQ3RuRd,2019-02-08,Austria
34,Lelele,Azet,75668,https://open.spotify.com/track/31Zs71Yb7YoPlFx2p1uKRX,2019-02-08,Austria
35,Feuer,Capital Bra,75625,https://open.spotify.com/track/3yuMTMJQ2gkvLhMVZLrcRV,2019-02-08,Austria
36,Sunflower - Spider-Man: Into the Spider-Verse,Post Malone,73469,https://open.spotify.com/track/3KkXRkHbMCARz0aVfEt68P,2019-02-08,Austria
37,Nothing Breaks Like a Heart (feat. Miley Cyrus),Mark Ronson,72464,https://open.spotify.com/track/27rdGxbavYJeBphck5MZAF,2019-02-08,Austria
38,Say My Name,David Guetta,72014,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019-02-08,Austria
39,Close To Me (with Diplo) (feat. Swae Lee),Ellie Goulding,70647,https://open.spotify.com/track/5JEx7HbmvHQQswJCsoo9rA,2019-02-08,Austria
40,Like I Love You (feat. The NGHBRS),Lost Frequencies,68246,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY,2019-02-08,Austria
41,Hope,The Chainsmokers,66715,https://open.spotify.com/track/4BiiOzZCrXEzHRLYcYFiD5,2019-02-08,Austria
42,Eastside (with Halsey & Khalid),benny blanco,65739,https://open.spotify.com/track/7FGq80cy8juXBCD2nrqdWU,2019-02-08,Austria
43,MIDDLE CHILD,J. Cole,65469,https://open.spotify.com/track/2JvzF1RMd7lE3KmFlsyZD8,2019-02-08,Austria
44,Let You Love Me,Rita Ora,65300,https://open.spotify.com/track/5Fla3zyOCcIRqrDoKLU0DP,2019-02-08,Austria
45,Melodien (feat. Juju),Capital Bra,64392,https://open.spotify.com/track/5d35jcJj7WjDQBOHCHPY6t,2019-02-08,Austria
46,Zoey,Nimo,63646,https://open.spotify.com/track/0dGSOCj6hdV5Nr0V8FjONc,2019-02-08,Austria
47,Dior 2001,RIN,62312,https://open.spotify.com/track/2eNSyVH3sNPiAj9WpRYK73,2019-02-08,Austria
48,Meer,Luciano,62271,https://open.spotify.com/track/1LcvTvRfWrQjrF6aymfugd,2019-02-08,Austria
49,"thank u, next",Ariana Grande,62005,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019-02-08,Austria
50,when the party's over,Billie Eilish,61269,https://open.spotify.com/track/14JzyD6FlBD5z0wV5P07YI,2019-02-08,Austria
51,i'm so tired...,Lauv,60675,https://open.spotify.com/track/7COXchtUOMd6uIT6HvmRaI,2019-02-08,Austria
52,Dancing With A Stranger (with Normani),Sam Smith,58819,https://open.spotify.com/track/6Qs4SXO9dwPj5GKvVOv8Ki,2019-02-08,Austria
53,Roadrunner,Nimo,58491,https://open.spotify.com/track/5ryCDI7vwLZp2PyHRdXGLC,2019-02-08,Austria
54,Look Back at It,A Boogie Wit da Hoodie,58472,https://open.spotify.com/track/3Ol2xnObFdKV9pmRD2t9x8,2019-02-08,Austria
55,Facetime,Dardan,58215,https://open.spotify.com/track/0oZyouBDStcJEUbTmSfys2,2019-02-08,Austria
56,Body (feat. brando),Loud Luxury,57627,https://open.spotify.com/track/7K7MUBCnzgBAvMVW2RTWNs,2019-02-08,Austria
57,Shem Shem & Sex,Nimo,57482,https://open.spotify.com/track/6ujq8IjOGkbJrp09qarW1E,2019-02-08,Austria
58,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,57028,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-02-08,Austria
59,Neymar,Capital Bra,56242,https://open.spotify.com/track/7ecGSqT8Ulbzhs5QwgWGVN,2019-02-08,Austria
