Position,Track Name,Artist,Streams,URL,Week,Region
1,Khapta,Heuss L'enfoiré,2167286,https://open.spotify.com/track/6stxV2bl7xSiPUornxwyNR,2019-02-08,France
2,PGP,Booba,1543689,https://open.spotify.com/track/38Eq6RgIxOdt4twqyVAPCn,2019-02-08,France
3,7 rings,Ariana Grande,1328466,https://open.spotify.com/track/14msK75pk3pA33pzPVNtBF,2019-02-08,France
4,Sale mood,Bramsito,1253383,https://open.spotify.com/track/7oxSh7uiB74lWGVIv2Qtlm,2019-02-08,France
5,Tout oublier,Angèle,1236714,https://open.spotify.com/track/06O3hxudc6V0BOuoCFSy71,2019-02-08,France
6,Les méchants,Heuss L'enfoiré,1207675,https://open.spotify.com/track/0r64LBR8RlnXcdd5HTFubd,2019-02-08,France
7,Shallow,Lady Gaga,1203944,https://open.spotify.com/track/2VxeLyX666F8uXCJ0dZF8B,2019-02-08,France
8,Madrina,Maes,1195866,https://open.spotify.com/track/4miiqu2dxOhBguQDHtqssH,2019-02-08,France
9,1000°C,Lomepal,1190028,https://open.spotify.com/track/6l7PqWKsgm4NLomOE7Veou,2019-02-08,France
10,On Fleek,Eva,1173275,https://open.spotify.com/track/4MSFxqmkiMxq7e61jTqgqt,2019-02-08,France
11,Trop beau,Lomepal,1064571,https://open.spotify.com/track/4WB9OeauHXnGOMUK4s80gM,2019-02-08,France
12,Sweet but Psycho,Ava Max,1014505,https://open.spotify.com/track/25sgk305KZfyuqVBQIahim,2019-02-08,France
13,Octogone,Kaaris,976175,https://open.spotify.com/track/4groJLnv4zXjUZlhipBpXR,2019-02-08,France
14,MIA (feat. Drake),Bad Bunny,947283,https://open.spotify.com/track/116H0KvKr2Zl4RPuVBruDO,2019-02-08,France
15,L'enfoiré,Heuss L'enfoiré,898317,https://open.spotify.com/track/2S8wxDFED8PAo4ZqhyMRh2,2019-02-08,France
16,FeFe,Koba LaD,886033,https://open.spotify.com/track/369Vi2C4a73xhxhowHNbSR,2019-02-08,France
17,George moula,Heuss L'enfoiré,837121,https://open.spotify.com/track/0VR4lX58CIL6AaOnYD99UK,2019-02-08,France
18,La dot,Aya Nakamura,833116,https://open.spotify.com/track/3aRgAfrt6aQW8IimLq2aVG,2019-02-08,France
19,Dingue,PLK,813381,https://open.spotify.com/track/4a4cTUsFiyPN8jaHt2xf18,2019-02-08,France
20,High Hopes,Panic! At The Disco,811122,https://open.spotify.com/track/1rqqCSm0Qe4I9rUvWncaom,2019-02-08,France
21,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,797044,https://open.spotify.com/track/4w8niZpiMy6qz1mntFA5uM,2019-02-08,France
22,Arms Around You (feat. Maluma & Swae Lee),XXXTENTACION,793777,https://open.spotify.com/track/2LskIZrCeLxRvCiGP8gxlh,2019-02-08,France
23,Rêves bizarres (feat. Damso),Orelsan,771951,https://open.spotify.com/track/7lhuM9WUqdThw72dCBRmQW,2019-02-08,France
24,Boom Bye Bye,Diplo,764358,https://open.spotify.com/track/3JgDeryfh6Z9P0b8plZTwF,2019-02-08,France
25,Happier,Marshmello,754991,https://open.spotify.com/track/2dpaYNEQHiRxtZbfNsse99,2019-02-08,France
26,Benda,Heuss L'enfoiré,732717,https://open.spotify.com/track/7gX2hqFLQKjiJwK8gZVofe,2019-02-08,France
27,Say My Name,David Guetta,726372,https://open.spotify.com/track/0YammaEkYSeo9vQYZ1OwS6,2019-02-08,France
28,Aieaieouille,Kaaris,686274,https://open.spotify.com/track/5WpIIZ8PGiBL7353UNdwyZ,2019-02-08,France
29,Later Bitches,The Prince Karma,657660,https://open.spotify.com/track/0uL88Lp7C6i2WGHub1zrJ9,2019-02-08,France
30,Billets verts,Maes,644704,https://open.spotify.com/track/3uTNli5uz5rNOqD6qZFi8L,2019-02-08,France
31,Roi,Bilal Hassani,639056,https://open.spotify.com/track/6bpHyk5xd0JL1cl99fJeCI,2019-02-08,France
32,Sheitana (feat. Ninho),Hornet La Frappe,624989,https://open.spotify.com/track/1GOIfWQmA3Tp6GlwcCd35K,2019-02-08,France
33,Débrouillard,Kaaris,617126,https://open.spotify.com/track/5hYfXfLP8FL3v0zJlv2zUG,2019-02-08,France
34,Binks to Binks 6,Ninho,611742,https://open.spotify.com/track/4zrEmFA3R3JngfWR70zu3w,2019-02-08,France
35,Jaloux,Dadju,610151,https://open.spotify.com/track/0QnEGWGECQUPuE3m8L6hdT,2019-02-08,France
36,Moonlight,XXXTENTACION,606229,https://open.spotify.com/track/0JP9xo3adEtGSdUEISiszL,2019-02-08,France
37,Mauvais,GLK,575028,https://open.spotify.com/track/3ABwQntK8i49EGOd3SSj7Q,2019-02-08,France
38,Aristocrate,Heuss L'enfoiré,573554,https://open.spotify.com/track/7gNlaZaMIjRUfnAYd9Dvmt,2019-02-08,France
39,Émotif (Booska 1H),PLK,569233,https://open.spotify.com/track/1O2mX6MrjsJlkCGEF0TVWL,2019-02-08,France
40,KYLL,Medine,565811,https://open.spotify.com/track/1VYTP4prOc62xQe1KWf3S5,2019-02-08,France
41,Air Max,Rim'K,560821,https://open.spotify.com/track/0RTvfKVdkt10ATfJ8BjMEI,2019-02-08,France
42,Ma 6t a craqué (feat. Ninho),Kpoint,558462,https://open.spotify.com/track/2NUIWpL6IsYGkwfSN7basS,2019-02-08,France
43,Cigarette,Kaaris,555678,https://open.spotify.com/track/1rTqrw4djb392jhfELKSl3,2019-02-08,France
44,"thank u, next",Ariana Grande,541701,https://open.spotify.com/track/2rPE9A1vEgShuZxxzR2tZH,2019-02-08,France
45,Oh Man,Jain,539409,https://open.spotify.com/track/0F3fscqwFqD52Tpbep5hBW,2019-02-08,France
46,Natural,Imagine Dragons,539002,https://open.spotify.com/track/2FY7b99s15jUprqC0M5NCT,2019-02-08,France
47,Booska Rocket,Zola,526450,https://open.spotify.com/track/0U2UnMjB2QKWDh7E6ZPNeG,2019-02-08,France
48,Gun salute,Kaaris,524343,https://open.spotify.com/track/5UgUGPknu6JRgawaJAO9rX,2019-02-08,France
49,Nina,YL,521515,https://open.spotify.com/track/0qAoiRLhlcXTkXH6IbBcss,2019-02-08,France
50,G.M.T.B,Heuss L'enfoiré,515870,https://open.spotify.com/track/6geMLnj9ks5JaYNrjlOLO9,2019-02-08,France
51,Speechless (feat. Erika Sirola),Robin Schulz,510709,https://open.spotify.com/track/1rCcsYnmqbMYdkG7kS9GC5,2019-02-08,France
52,Solo,Lacrim,509137,https://open.spotify.com/track/0VUHYCOoWRgUV9uhdXo52u,2019-02-08,France
53,Like I Love You (feat. The NGHBRS),Lost Frequencies,506206,https://open.spotify.com/track/30K9xVNSog0DVr5ey5yVoY,2019-02-08,France
54,Be Alright,Dean Lewis,506095,https://open.spotify.com/track/3EPXxR3ImUwfayaurPi3cm,2019-02-08,France
